,index,utterance,intentClass
5225,5226,lol,O
5226,5227,report fucking SB,E
5227,5228,dota graphics are so bad [SEPA] this dota game is for retards assholes like u,E
5228,5229,nice aim [SEPA] more,O
5229,5230,i mean look at our wr,O
5230,5231,win all you like [SEPA] dont taunt enemies when you play well [SEPA] just bad sport [SEPA],O
5231,5232,nice [SEPA] sexy,O
5232,5233,u lose anyway bro [SEPA] nice farm,O
5233,5234,he in game now [SEPA] jus w8,A
5234,5235,gg,O
5235,5236,LOL,O
5236,5237,i play tiny with io [SEPA] ofc win lane [SEPA] its just fkn ez,I
5237,5238,end plz useless team mates [SEPA] most useles,E
5238,5239,ez team,I
5239,5240,gg,O
5240,5241,ulti zues [SEPA] zues... [SEPA] ulti.. [SEPA] ULTI!!!!,O
5241,5242,1/8?,I
5242,5243,more int more int [SEPA] please more int,E
5243,5244,well done,O
5244,5245,lo,O
5245,5246,lol,O
5246,5247,shit teams always,E
5247,5248,tq,O
5248,5249,yoo mama,O
5249,5250,dooooom,O
5250,5251,hahaha,O
5251,5252,LOL,O
5252,5253,im just giving them a HOPE,O
5253,5254,XDDDDDDDDDDDDDDDDDDDDDDDD,O
5254,5255,gg,O
5255,5256,suck my dick [SEPA] it's 4vs5,E
5256,5257,k,O
5257,5258,gg,O
5258,5259,nope,O
5259,5260,ez offlane,I
5260,5261,gg [SEPA] ?,O
5261,5262,ES [SEPA] JUST AFKING [SEPA] IN LANE [SEPA] FUCKED ME UP [SEPA] HARD,E
5262,5263,G,A
5263,5264,dogeee,E
5264,5265,blaming us sf > [SEPA] useless sf ! [SEPA] stupid ever !,E
5265,5266,LMAO,O
5266,5267,Ya ebashil kak mog,O
5267,5268,just mute rude play,O
5268,5269,DE [SEPA] DEAD,O
5269,5270,sad...,O
5270,5271,denied tower please,O
5271,5272,so much killing,O
5272,5273,Probs not worth,O
5273,5274,you are just bad [SEPA] seriously,I
5274,5275,spoiling game [SEPA] really wtf [SEPA] kindly report so that he can be out of mmr [SEPA] trash players,E
5275,5276,NO PAUSE,A
5276,5277,we saw that,O
5277,5278,gg wp [SEPA] no matter how good u play or want to increase mmr..people will pick heroess and loose u match,O
5278,5279,best alchim ever,O
5279,5280,! min more [SEPA] Rc,A
5280,5281,pro carry ^,O
5281,5282,HAHHA,O
5282,5283,kontol pc,O
5283,5284,extra retard,E
5284,5285,carry has silver edge [SEPA] 30 min safelane,O
5285,5286,gg end,O
5286,5287,easy,O
5287,5288,hey russians [SEPA] why are you so bad ?,E
5288,5289,yea [SEPA] invo noob [SEPA] bro [SEPA] wow [SEPA] that invo,E
5289,5290,what?,O
5290,5291,lol,O
5291,5292,rekt mid?,O
5292,5293,i admire your friendsip,O
5293,5294,silencerrrr,O
5294,5295,im want to be 14-15,O
5295,5296,"plz 1 report for wk for spamming all game, thx;)",A
5296,5297,HAHAHA,O
5297,5298,Bad idea [SEPA] Gem,O
5298,5299,who bought first? [SEPA] he or me?,O
5299,5300,just report this E,A
5300,5301,stronger than shitty wyverns iguess [SEPA] cya,E
5301,5302,bmw is ne schei? marke,O
5302,5303,? [SEPA] so pro,O
5303,5304,cnosite [SEPA] eto gg,O
5304,5305,haha,O
5305,5306,thx for extra 110 gold [SEPA] in the snow floatey,O
5306,5307,^,O
5307,5308,no need ty,O
5308,5309,jaja,O
5309,5310,AHYAHAHA,O
5310,5311,z,O
5311,5312,LOL,O
5312,5313,pls wait :(,A
5313,5314,gg,O
5314,5315,i love u encan,O
5315,5316,yep [SEPA] my thoughts too,O
5316,5317,is real [SEPA] pudge noob,E
5317,5318,cant rax? [SEPA] ez bro,I
5318,5319,when he doing useless duel wioth lc:D,I
5319,5320,Such a fag,E
5320,5321,gg,O
5321,5322,FUCK THIS GAME [SEPA] 2k ping when we fight,E
5322,5323,sitting there [SEPA] i was watching,O
5323,5324,did you honestly think that would work?,O
5324,5325,u how much?,O
5325,5326,dude stop writing pls [SEPA] ez,E
5326,5327,fucking stupid,E
5327,5328,ez,I
5328,5329,nyx can u fuck off?,E
5329,5330,Fast fnish,O
5330,5331,lol,O
5331,5332,<3 am,O
5332,5333,who cares,O
5333,5334,wpwp,O
5334,5335,wish I had a team knew how to play,I
5335,5336,we'll still win,O
5336,5337,REPORT ZERO :d,A
5337,5338,we have stupid mates. support says he is carry,E
5338,5339,WOOOOOOOOOOOO [SEPA] WALLLLS,O
5339,5340,To late sorry,O
5340,5341,wjahaha [SEPA] creap,O
5341,5342,hh [SEPA] gg,O
5342,5343,skali no need die?,O
5343,5344,so hows you day bulldog [SEPA] you [SEPA] your,O
5344,5345,end,O
5345,5346,auchhhh,O
5346,5347,shut up with your noob hero bs,E
5347,5348,gg,O
5348,5349,hi sf,O
5349,5350,did you global that last fight?,O
5350,5351,that feed,O
5351,5352,nice,O
5352,5353,wp enigma,O
5353,5354,? [SEPA] intro boyS?,O
5354,5355,Rofl [SEPA] 'mood' [SEPA] Lolz,O
5355,5356,lel,O
5356,5357,like that will help u,O
5357,5358,bb dead bb,O
5358,5359,LMFAO,O
5359,5360,25 sec,O
5360,5361,baka kasi tumaba kayo eh,O
5361,5362,gg,O
5362,5363,gg wp,O
5363,5364,LOL,O
5364,5365,Glaubst du nicht ? [SEPA] sorry wrong chat,O
5365,5366,he's name injoker,I
5366,5367,?,O
5367,5368,sf resumed [SEPA] report him,A
5368,5369,instead of playing game,O
5369,5370,memememememem,O
5370,5371,;___;,O
5371,5372,gg,O
5372,5373,"Fine, how are you hetero?",O
5373,5374,alright,O
5374,5375,rofl,O
5375,5376,ez DOUBLE PROPHETATION,I
5376,5377,damage is real,O
5377,5378,report my team,E
5378,5379,haha,O
5379,5380,lol,O
5380,5381,so does top btm,O
5381,5382,haa [SEPA] ok 2mins,A
5382,5383,LETS SEE [SEPA] SF WERE ARE YOU [SEPA] HIDDING? [SEPA] NOW I SEE YOU,O
5383,5384,well fck you,E
5384,5385,sniper fck idiot,E
5385,5386,WAIT,A
5386,5387,.......,O
5387,5388,get rekt,O
5388,5389,end [SEPA] dont def [SEPA] stop def [SEPA] just end [SEPA] t.y,O
5389,5390,report jugg pls,A
5390,5391,sire,O
5391,5392,ez&,O
5392,5393,gg,O
5393,5394,gg because pa wouldnt get bkb [SEPA] sange and yasha>bkb in 6.85...who knew,O
5394,5395,hahaha,O
5395,5396,relax man~,O
5396,5397,not there [SEPA] he go straight at btm,O
5397,5398,for that shadow dont take the aeguiis,O
5398,5399,hes fucking horrible,E
5399,5400,just kill him for me. [SEPA] :),O
5400,5401,GG,O
5401,5402,yt,O
5402,5403,?,O
5403,5404,why must awit,O
5404,5405,a game [SEPA] best ez lane and mid ever [SEPA] congrats,I
5405,5406,WOOOOOOOOOOOOOOOOOO,O
5406,5407,online [SEPA] main menu,O
5407,5408,IDIOT,E
5408,5409,ecks dee,O
5409,5410,dude [SEPA] you are an alc pickers [SEPA] you have no say,O
5410,5411,AHAAH,O
5411,5412,space created,O
5412,5413,"always team fault, even tho crystal has been supporting her ass off",E
5413,5414,GG,O
5414,5415,omni im sure ur a nice guy D,O
5415,5416,SOD,O
5416,5417,end [SEPA] tyty gg,O
5417,5418,washroom,O
5418,5419,haha,O
5419,5420,idiot RUS,E
5420,5421,u lost,O
5421,5422,not this time [SEPA] report tiny ?,A
5422,5423,ahaha,O
5423,5424,Ez arrow,I
5424,5425,sumail comeback he said,O
5425,5426,dazzle didn't grave,O
5426,5427,copy right?,O
5427,5428,2FCKNG EZ,E
5428,5429,ez game,I
5429,5430,los,O
5430,5431,Lol,O
5431,5432,basin botbot,O
5432,5433,1 more min then go?,O
5433,5434,REPORT RIKI [SEPA] GO ENXT [SEPA] riki=trash,E
5434,5435,LOL,O
5435,5436,gg,O
5436,5437,nerf craggy [SEPA] pudge want craggy,O
5437,5438,fuck outta here,E
5438,5439,ahah [SEPA] lo,O
5439,5440,w8,A
5440,5441,well im Russian too,E
5441,5442,thats like [SEPA] 3 times [SEPA] :(,O
5442,5443,?,O
5443,5444,not today you fucking cunt,E
5444,5445,log,O
5445,5446,wanna solo mid ?,O
5446,5447,xD,O
5447,5448,o no,O
5448,5449,haha,O
5449,5450,weak razor,O
5450,5451,ill get you back bitch,E
5451,5452,LOL,O
5452,5453,ty creeepy,O
5453,5454,??,O
5454,5455,apparently this game is all my fault as solo support :),O
5455,5456,ez game,I
5456,5457,ty commend me :),A
5457,5458,recording,O
5458,5459,hahaha [SEPA] lol,O
5459,5460,1 for 5,O
5460,5461,ez necro,I
5461,5462,wahaha,O
5462,5463,WHERES LION AT?,O
5463,5464,WHAT IS THAT?,O
5464,5465,CUTE MAGNUS,O
5465,5466,bb,O
5466,5467,LOL,O
5467,5468,abondon [SEPA] not q,O
5468,5469,team,I
5469,5470,"altest in ranked, maby try practis",I
5470,5471,my missile speed is like 10 ms,O
5471,5472,atleast he did something,O
5472,5473,ez mid [SEPA] blood better thank me for the carry [SEPA] he sucked balls.,E
5473,5474,shit,O
5474,5475,fun eh,O
5475,5476,russian win all,E
5476,5477,xDD,O
5477,5478,that is feed,E
5478,5479,ez,I
5479,5480,dont be tard,E
5480,5481,it is [SEPA] becuse it is ta [SEPA] you dumbuck,E
5481,5482,???,O
5482,5483,good play?,O
5483,5484,hahahahahahahahaha,O
5484,5485,wheres pa qop,O
5485,5486,bg,O
5486,5487,ok [SEPA] i will end it [SEPA] sad [SEPA] sok yes,O
5487,5488,fast oh,O
5488,5489,jajajjaa,O
5489,5490,YES,O
5490,5491,this,O
5491,5492,ez sir,I
5492,5493,y [SEPA] must be worth it,O
5493,5494,lol,O
5494,5495,recorder?,O
5495,5496,we know,O
5496,5497,him not come back [SEPA] lol [SEPA] haha,O
5497,5498,3 inches,O
5498,5499,Jugg won the game,O
5499,5500,4v5 xd,O
5500,5501,slark cant kill anyone [SEPA] how nice,O
5501,5502,lawl,O
5502,5503,not leaving jungle before min 20 [SEPA] no thx,O
5503,5504,BYE,O
5504,5505,next lvl,O
5505,5506,hahahhaha,O
5506,5507,DED [SEPA] EZ [SEPA] EZ [SEPA] EZ [SEPA] 2ez for me,I
5507,5508,4 carry,O
5508,5509,noob,E
5509,5510,blame time,O
5510,5511,gg,O
5511,5512,thats how long it is m8 [SEPA] :DDD,E
5512,5513,10 min,O
5513,5514,lol,O
5514,5515,all scrubs tells that one [SEPA] hahaha,O
5515,5516,tanga,O
5516,5517,i mean +88,O
5517,5518,genuinely no idea,O
5518,5519,report axe pls and we leave,A
5519,5520,gg,O
5520,5521,so fucking what [SEPA] it's a game,E
5521,5522,play safe man,O
5522,5523,oh now you want pause?,O
5523,5524,feeding my rubick,I
5524,5525,said russian axe,E
5525,5526,okey u r the best,O
5526,5527,gg wp,O
5527,5528,10 years since singsing got muted,O
5528,5529,nice,O
5529,5530,Ｕ ＯＫ＿,O
5530,5531,yes she,O
5531,5532,gg w[ [SEPA],O
5532,5533,wtf,O
5533,5534,srsly got a deso in 2min [SEPA] track op,O
5534,5535,:P all,O
5535,5536,?,O
5536,5537,"3,7 is .. you think it is",I
5537,5538,fuck too ez,E
5538,5539,throne,O
5539,5540,??,O
5540,5541,a fucking disgrace to the name LODA,E
5541,5542,wait pla [SEPA] pls [SEPA] aa has lags,A
5542,5543,def wtf?,O
5543,5544,hahaah [SEPA] i can hack ur brai [SEPA] lol,O
5544,5545,nvm this guy toxi,E
5545,5546,storm 2015 [SEPA] lol mid,O
5546,5547,nice [SEPA] leguon [SEPA] very [SEPA] nice [SEPA] gg,O
5547,5548,dat dps,O
5548,5549,hahaha,O
5549,5550,C===3 [SEPA] thats my dick,E
5550,5551,23:59 MINS,O
5551,5552,cant,O
5552,5553,i wont def.. [SEPA] cant take this mmr easy,O
5553,5554,enigma ez 20-0,I
5554,5555,finish,O
5555,5556,100 hp [SEPA] xD,O
5556,5557,hey,O
5557,5558,haha,O
5558,5559,yea keep talking [SEPA] trash talk,E
5559,5560,LOOOL,O
5560,5561,:D,O
5561,5562,all g,A
5562,5563,gl hf,O
5563,5564,lol bara,O
5564,5565,actualy bat is best among u,O
5565,5566,omg [SEPA] omg fuckong ez mmr [SEPA] wtf [SEPA] fcking bying acc,E
5566,5567,GGWP,O
5567,5568,xd,O
5568,5569,??,O
5569,5570,tusk fuckin pushes u forward [SEPA] ez,E
5570,5571,Lycan [SEPA] the wolf who get all the necro's ulti ^^ [SEPA] this necro hates you man,O
5571,5572,aw,O
5572,5573,GG,O
5573,5574,always the guy who flames most [SEPA] that loses you the game,E
5574,5575,GG,O
5575,5576,ahah,O
5576,5577,lol,O
5577,5578,do u think [SEPA] we have time,O
5578,5579,17,O
5579,5580,tactical,O
5580,5581,WE LOSE BCAUSE OF NO TEAMMATES,O
5581,5582,stop,O
5582,5583,the worst playeres,E
5583,5584,gg,O
5584,5585,noob pudge [SEPA] did i say that?,E
5585,5586,where the hell r u guys,E
5586,5587,Ez bait,I
5587,5588,REPORT zeus [SEPA] stealmid feed sure,A
5588,5589,she;s back,O
5589,5590,just push mid [SEPA] i want new game,O
5590,5591,gg,O
5591,5592,?,O
5592,5593,yes sir...,O
5593,5594,end mid,O
5594,5595,I hate you,E
5595,5596,ez,I
5596,5597,u mon,E
5597,5598,support sad story begin,O
5598,5599,commended ember :),A
5599,5600,"fuck off cunts, wait for him",E
5600,5601,ggwp,O
5601,5602,yeah with carries like these,O
5602,5603,for w8,A
5603,5604,well played cykaseeker,E
5604,5605,lol,O
5605,5606,baited,O
5606,5607,ty,O
5607,5608,?,O
5608,5609,?,O
5609,5610,yeah fuck this es [SEPA] sry about that,E
5610,5611,racist? [SEPA] yes i am [SEPA] because theyre noobs,E
5611,5612,let us win [SEPA],O
5612,5613,trying ..,O
5613,5614,in a lobby,O
5614,5615,WHATTTTTTTTTTTTTTTTTTTTTTTTTTT,O
5615,5616,gg,O
5616,5617,end? [SEPA] y [SEPA] we having fun [SEPA] hahaha [SEPA] i wnna trolled u all,O
5617,5618,for me,O
5618,5619,:C,O
5619,5620,can kill me,O
5620,5621,use 3rd skill [SEPA] dont talk [SEPA] Really? [SEPA] lets talk?,O
5621,5622,idiot not back blame all,E
5622,5623,gg,O
5623,5624,ffs,O
5624,5625,PAUSE PLS [SEPA] SOUND ISSUES,A
5625,5626,well,O
5626,5627,noob blame team,E
5627,5628,how long? [SEPA] lol,O
5628,5629,what,O
5629,5630,max totem [SEPA] and kick ur face,O
5630,5631,duallane of doom,O
5631,5632,because ez,I
5632,5633,T.T,O
5633,5634,EZ,I
5634,5635,i dont know,O
5635,5636,gg ff,O
5636,5637,[SEPA],O
5637,5638,lol,O
5638,5639,gg,O
5639,5640,:D,O
5640,5641,noob shit [SEPA] idiot,E
5641,5642,finish pls [SEPA] our cores are shit,E
5642,5643,ewait 1 min,O
5643,5644,report fkng riki picker,E
5644,5645,if its not alch its fucking naga,E
5645,5646,^^,O
5646,5647,pls die :) [SEPA] [SEPA] nice,E
5647,5648,no pressure at btm at all [SEPA] :D,O
5648,5649,gg fellas lol,O
5649,5650,jjaja,O
5650,5651,gago ka,O
5651,5652,.i.,O
5652,5653,dire won : facts,O
5653,5654,run [SEPA] ez,I
5654,5655,gg,O
5655,5656,noobs [SEPA] EZZZZZZZZZZZZZZ [SEPA] MUITO FACIL [SEPA] 3 ruim mid [SEPA] 3 bad mid,E
5656,5657,g?,A
5657,5658,FAKE WORLD WONDERLAND!! [SEPA] FAKE WORLD!! [SEPA] WONDERLAND!!,O
5658,5659,ok,O
5659,5660,mid down [SEPA] bot almost,O
5660,5661,hi bh,O
5661,5662,yep [SEPA] only pugna playing well,O
5662,5663,B,O
5663,5664,space created [SEPA] nearly,O
5664,5665,go [SEPA] go,O
5665,5666,report Troll and mirana to help dota 2,A
5666,5667,glhf,O
5667,5668,Get rapira am [SEPA] gif us some chances [SEPA] u got aegis,O
5668,5669,../..,O
5669,5670,LOL,O
5670,5671,nice,O
5671,5672,its okay,O
5672,5673,go end,O
5673,5674,gg wp,O
5674,5675,rof,O
5675,5676,?,O
5676,5677,Wp,O
5677,5678,gpm over 9k?,O
5678,5679,cheers am,O
5679,5680,Def [SEPA] he [SEPA] hey def [SEPA] nigger,E
5680,5681,this is too long,O
5681,5682,hehe,O
5682,5683,my b,O
5683,5684,Wtf [SEPA] Hell [SEPA] So long,O
5684,5685,fuck you tusk,E
5685,5686,our qop only talk [SEPA] he dont know how to buy item,O
5686,5687,me ez :D,I
5687,5688,pail,O
5688,5689,i cant run icant hide [SEPA] xd,O
5689,5690,fucking slanty cunt,E
5690,5691,dat die back doh,O
5691,5692,ye [SEPA] haha,O
5692,5693,fuck la,E
5693,5694,no shit [SEPA] its a no skill high reward hero,E
5694,5695,ez,I
5695,5696,haha this cockwork is and combined,O
5696,5697,:-) [SEPA] i have over 300 confirmed kills,O
5697,5698,HAHAH [SEPA] slark is having a bad day,O
5698,5699,silencio [SEPA] perdedor,O
5699,5700,hook pudge [SEPA] hurry! [SEPA] HAHA [SEPA] SEE??,O
5700,5701,afraid of io,O
5701,5702,lol,O
5702,5703,ur wc,O
5703,5704,ANY QUESTION ?,O
5704,5705,the fun alch is coming guys [SEPA] Are you ready for it?,O
5705,5706,EZ,I
5706,5707,i avenge my bad start [SEPA] sorry guys,O
5707,5708,ok [SEPA] lets see,O
5708,5709,They win this,O
5709,5710,restart,A
5710,5711,LOL,O
5711,5712,zz,O
5712,5713,ahahahaha,O
5713,5714,wp,O
5714,5715,gg,O
5715,5716,GG [SEPA] = OUR CARRY,O
5716,5717,dota is dead game [SEPA] lets unpause,A
5717,5718,wag [SEPA] rec.,O
5718,5719,its ok,O
5719,5720,no report [SEPA] youre just noob,E
5720,5721,end fast pls,A
5721,5722,NICE SWORD,O
5722,5723,gang 0 [SEPA] mirana,O
5723,5724,EFFORT :) [SEPA] ALSO COMMEND ME TNX,A
5724,5725,wtf,O
5725,5726,ok [SEPA] ok [SEPA] ok,O
5726,5727,lmao,O
5727,5728,kappa,O
5728,5729,4-2 [SEPA] thailand,O
5729,5730,ty,O
5730,5731,Ea [SEPA] ezz [SEPA] ezy ez,I
5731,5732,End,O
5732,5733,wp,O
5733,5734,is the worst [SEPA] player,E
5734,5735,PogChamp,O
5735,5736,gg,O
5736,5737,omg,O
5737,5738,GGWP,O
5738,5739,new hero?,O
5739,5740,3,O
5740,5741,Hahahah,O
5741,5742,gg,O
5742,5743,?,O
5743,5744,dazzle [SEPA] manners [SEPA] wow,O
5744,5745,Pikachu +1,O
5745,5746,my dick brings ptsd to some people ,E
5746,5747,our jugg,O
5747,5748,viper and rubick lost to mirana lina [SEPA] n1 players,O
5748,5749,ff,O
5749,5750,[SEPA] ez,I
5750,5751,stfu noob [SEPA] no one wants to meet noobs,E
5751,5752,maybe its our storm too good,O
5752,5753,c,O
5753,5754,pro,O
5754,5755,if not we lose :P,O
5755,5756,Hes busy right now shittalking the Rubick,E
5756,5757,PUL:L,O
5757,5758,hahaha,O
5758,5759,gg,O
5759,5760,Yes sir.,O
5760,5761,that zeus like a shit,E
5761,5762,jajajaja,O
5762,5763,someone said he is 5.5k,O
5763,5764,WTF,O
5764,5765,cyka,E
5765,5766,LOOOOOOOOOL [SEPA] RECOMIENDENME,O
5766,5767,Wat a rpo,O
5767,5768,That's not true. [SEPA] Windranger has a KDA of over 2.,O
5768,5769,ggwp,O
5769,5770,gg,O
5770,5771,gg,O
5771,5772,fuck,E
5772,5773,can i tune into ur stream,O
5773,5774,ff,O
5774,5775,Dendi hook,O
5775,5776,haha,O
5776,5777,gg,O
5777,5778,gg,O
5778,5779,ooh look at me I'm bara I got my kill I'm useful,O
5779,5780,gg,O
5780,5781,LOL [SEPA] MISS [SEPA] too much,O
5781,5782,trash oppennenth i said wait,E
5782,5783,gg,O
5783,5784,LOL,O
5784,5785,i bet,O
5785,5786,bn,O
5786,5787,6,O
5787,5788,gg,O
5788,5789,k,O
5789,5790,xd,O
5790,5791,commend dp for ult into pit,A
5791,5792,try harder LC [SEPA] :),O
5792,5793,gg,O
5793,5794,g,A
5794,5795,it is?,O
5795,5796,gege,O
5796,5797,lmao,O
5797,5798,SF OFF' [SEPA] ?,O
5798,5799,lol,O
5799,5800,pay electricity la,O
5800,5801,lel,O
5801,5802,ez 3 vs 1,I
5802,5803,GG,O
5803,5804,wats a saddlebag,O
5804,5805,"i said dual lane mid,sniper was like i can handle him [SEPA] lmao",O
5805,5806,wait em,A
5806,5807,i dun wanna voker to lose another game,O
5807,5808,playing with noobs,E
5808,5809,no,O
5809,5810,y,O
5810,5811,HAHAHA,O
5811,5812,kill ou? [SEPA] 1k ? [SEPA] talk,I
5812,5813,nah,O
5813,5814,no,O
5814,5815,master baited,O
5815,5816,lol,O
5816,5817,fuck man [SEPA] that hurts,E
5817,5818,wise choice by him,O
5818,5819,still dont beleive [SEPA] riki and alchemist,O
5819,5820,lucky? [SEPA] wat,O
5820,5821,jugg [SEPA] oh now u move [SEPA] retard,E
5821,5822,LOW QUALITY [SEPA] |MADE IN CHINA,E
5822,5823,and yea that,O
5823,5824,ez for tinker,I
5824,5825,Commend kotl,A
5825,5826,gg,O
5826,5827,THEY DONT WANT TO LET YOU HC?,O
5827,5828,ezt tangos,E
5828,5829,[SEPA] Ez [SEPA] :V,I
5829,5830,if u wait Il report him)),A
5830,5831,EZ,I
5831,5832,storm [SEPA] 400 hp [SEPA] trash [SEPA] dont use [SEPA] wae [SEPA] Wave,E
5832,5833,HAHA,O
5833,5834,gg [SEPA] damn sword :_),O
5834,5835,ESE MAGINA,O
5835,5836,hahahahhahahahhahahahahhahahha,O
5836,5837,geg,O
5837,5838,GG,O
5838,5839,just base rase [SEPA] ,O
5839,5840,"feel free to report those guys [SEPA] or commend them,they well for u",A
5840,5841,thank sk for the free mmr,O
5841,5842,we can in sec,O
5842,5843,B,O
5843,5844,wtf,E
5844,5845,zz,O
5845,5846,timing was excellent,O
5846,5847,strong,O
5847,5848,HAHAHAHA,O
5848,5849,: [SEPA] :O,O
5849,5850,ty,O
5850,5851,AHHASDA,O
5851,5852,BL boys,O
5852,5853,Why [SEPA] ok [SEPA] [SEPA] feeding? [SEPA] or what,O
5853,5854,hf pidaras,O
5854,5855,jkes im chinese too,O
5855,5856,bwersit ka,O
5856,5857,hahahah,O
5857,5858,ty enigma,O
5858,5859,itgma [SEPA] fickler,O
5859,5860,Gg,O
5860,5861,GG WP,O
5861,5862,?,O
5862,5863,report pugne please,A
5863,5864,test [SEPA] LEKT [SEPA] ME CHECK U,O
5864,5865,IDIOT [SEPA] 5 CARRY,E
5865,5866,HAHGA [SEPA] ME :) [SEPA] FOR POGI,O
5866,5867,?? [SEPA] team wipe in base [SEPA] ez kappa,I
5867,5868,l;ol [SEPA] so much hate [SEPA] lol [SEPA] this sf [SEPA] mvp [SEPA] butu lost [SEPA] like i told u u wpould lion,O
5868,5869,??,O
5869,5870,wtf life steal back wd gone,E
5870,5871,LOL,O
5871,5872,"thats ga,e",O
5872,5873,hm 10 min? [SEPA] or less,O
5873,5874,we were throwing,O
5874,5875,,O
5875,5876,ow?,O
5876,5877,?,O
5877,5878,"YEAH [SEPA] IM SO FUCKING PRO [SEPA] YOU ARER SO ,LUCKY [SEPA] ALL OF YOU BYING ACC",E
5878,5879,ez [SEPA] ez as fuck,E
5879,5880,sec [SEPA] mouse dead,O
5880,5881,im not blaming,O
5881,5882,this magina [SEPA] talkshits [SEPA] but cant play well [SEPA] end [SEPA] thanks,O
5882,5883,ggwp,O
5883,5884,wp disruptor,O
5884,5885,gg [SEPA] ff,O
5885,5886,gg kunkka,O
5886,5887,nice omniknight,O
5887,5888,yea,O
5888,5889,nice alchemist,O
5889,5890,sladar,O
5890,5891,EZ,I
5891,5892,i wish doom gonna be fixed like lesh,O
5892,5893,gg wp,O
5893,5894,gg,O
5894,5895,Reasons,O
5895,5896,GIVE ME [SEPA] YEAH [SEPA] ALL CARRIES [SEPA] HAHAHA [SEPA] GGWP Guys :),O
5896,5897,close game..,O
5897,5898,i saw it coming,O
5898,5899,ez,I
5899,5900,che che,O
5900,5901,./.,O
5901,5902,gg,O
5902,5903,o but dont worry he is really good at farming,O
5903,5904,you kidding?,O
5904,5905,ggwp,O
5905,5906,report AA anyways p[lz,A
5906,5907,nice hero icefrog,O
5907,5908,a,O
5908,5909,ez lars ricken,I
5909,5910,gg,O
5910,5911,ez,I
5911,5912,i mean you just ran away from me,O
5912,5913,i was hurt at first [SEPA] but im over it,O
5913,5914,yes I am [SEPA] i completely fucked up my build( [SEPA] yet we win [SEPA] who's da noob here,E
5914,5915,we,O
5915,5916,report [SEPA] 40 min +,A
5916,5917,give please,O
5917,5918,ezz top,I
5918,5919,rofl,O
5919,5920,2x8,O
5920,5921,wait,A
5921,5922,razor and necro peruvians,E
5922,5923,stfu,E
5923,5924,dendiFace,O
5924,5925,:D,O
5925,5926,GG W[,O
5926,5927,?,O
5927,5928,ez top too [SEPA] they both fed,I
5928,5929,same as am,O
5929,5930,ez pudge,I
5930,5931,ez,I
5931,5932,Gg,O
5932,5933,fAIL MID [SEPA] EZ MID [SEPA] eVER,I
5933,5934,finish],O
5934,5935,Nc,O
5935,5936,commend me please,A
5936,5937,joke,E
5937,5938,BS is level 4 with half a midas 10 mins in,I
5938,5939,no suports here [SEPA] its ok,O
5939,5940,worst sf,E
5940,5941,:DDDDD,O
5941,5942,LOSER,I
5942,5943,GOT REF NOW [SEPA] FFS type,O
5943,5944,:O [SEPA] :OOO [SEPA] can you leave [SEPA] i can get my coins [SEPA] and go to sleep,A
